,title,company,city,rating,salary
1513,"Data Science Director, Instagram Growth",Facebook,"Menlo Park, CA",4.2,
1514,"Manager, Machine Learning",Comcast,"Washington, DC 20005 (Logan Circle area)",3.7,
1515,Statistical Programmer III,System One,"Gaithersburg, MD",3.6,
1516,Senior Software Engineer (Machine Learning) - Marketplace Dr...,Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
1517,Data Scientist,"Alto Neuroscience, Inc.","Los Altos, CA 94022",,
1518,Principal Deep Learning Applied Scientist w/ work exp in NLU...,Oracle,"Austin, TX 78741 (Riverside area)",3.8,
1519,Senior Data Scientist,Global Nephrology Solutions,"Tempe, AZ 85284",3.3,"$120,000 - $140,000 a year"
1520,Cloud Data Services Associate,PwC,"San Antonio, TX 78206 (King William area)",4.0,
1521,Statistician,UCLA Health,"Los Angeles, CA 90001",4.0,$25.29 - $50.19 an hour
1522,Senior Applied/ Data Scientist w/ deep learning- NLU and Com...,Oracle,"Austin, TX 78741 (Riverside area)",3.8,
1523,REMOTE Safety Data Scientist II,Raland Compliance Partners,Remote,,$50 - $95 an hour
1524,Principal Applied/ Data Scientist w/ deep learning - NLP and...,Oracle,"Austin, TX 78741 (Riverside area)",3.8,
1525,Data Science Co-Op,Peapod Digital Labs,"Quincy, MA 02169",2.8,
1526,Data Scientist,Willis Towers Watson,"Fort Lee, NJ",3.6,
1527,Sr. Data Scientist,Nelnet,Remote,3.5,
1528,Data Scientist - Advanced Analytics,State Farm,"Bloomington, IL 61701",3.7,
1529,Computer & Data Science Internship,Johnson Controls,"New Freedom, PA",3.7,
1530,Sr. Data Scientist,Abiomed,"Danvers, MA 01923",3.7,
1531,Senior Data Scientist II - Advanced Analytics,Walker Edison,Utah,3.5,
1532,Data Scientist - OPR Levine Children's Hospital,Atrium Health,"Charlotte, NC 28203 (Dilworth area)",3.8,
1533,Data Scientist,"Reports and Requirements Company, LLC","Washington, DC",,
1534,"Data Scientist, Marketing Capital Allocation",Root Insurance Company,Remote,3.7,
1535,Associate Data Scientist,The Hartford,"Hartford, CT",3.7,
1536,"Data Scientist, Product Analytics – Facebook Ecosystems",Facebook,"Menlo Park, CA",4.2,
1537,Data Science Engineer,General Dynamics,"Washington, DC",3.8,
1538,"Healthcare Cloud Analyst, AI/ML- Senior Associate",PwC,"Chicago, IL 60695 (Loop area)",4.0,
1539,Machine Learning Engineer,Perspecta,"Wharton, NJ 07885",3.3,
1540,Senior Machine Learning Engineer,Change Healthcare,"Northport, WA 99157",3.0,
1541,Staff Machine Learning Engineer - Investments,Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
1542,Senior Data Engineer - AI Labs,BlackRock,"Palo Alto, CA 94301 (University South area)",3.8,
1543,Pipeline AI Engineer Systems,Northrop Grumman,"Baltimore, MD 21240",4.0,
1544,Machine Learning Architect - Data & Analytics,Credera,"Chicago, IL",4.0,
1545,Software Engineer - Machine Learning| Marketplace Driver Pri...,Uber,"Palo Alto, CA 94304",3.7,
1546,Data Analytics Engineer,Nestle USA,"Solon, OH 44139",3.7,
1547,Data Science Manager - Remote,Kforce,"New York, NY 10016 (Gramercy area)",3.8,
1548,Sr. Machine Learning Engineer at Marketplace Matching,Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
1549,URGENT! Sr. Data Analyst,Kelly,"Chicago, IL 60601 (Loop area)",3.8,
1550,Data Scientist,Milliman,"Brookfield, WI 53005",3.6,
1551,"Junior Data Engineer - Austin, TX",Deloitte,"Austin, TX",4.0,
1552,Data Science Intern,HOF Capital,"New York, NY 10013 (Tribeca area)",,
1553,Senior Data Analyst / Principal Data Analyst,Liberty Mutual Insurance,"Indianapolis, IN 46201",3.6,"$99,300 a year"
1554,Technical Project Manager - Data & Analytics and Machine Lea...,Clear Capital,"Roseville, CA 95661",3.0,
1555,Architect - Data & Analytics,Credera,"Los Angeles, CA",4.0,
1556,"Manager, Data Scientist, Optimization",KPMG,"Atlanta, GA 30308 (Downtown area)",4.0,
1557,"Stagiaire Core Data Science, Recherche Expérimentation Adapt...",Facebook,"Menlo Park, CA",4.2,
1558,Staff Machine Learning Engineer,Uber,"Sunnyvale, CA 94086",3.7,
1559,Data Science Engineer,"BioIntelliSense , Inc.","Golden, CO 80401",,
1560,Data Science Manager - Remote,Kforce,"Austin, TX 78701 (Downtown area)",3.8,
1561,RWE Statistical Programmer/Analyst - Remote,Penfield Search Partners,"Fairfield, CT",,
1562,"Senior Associate, Conversational AI Developer",KPMG,"Atlanta, GA 30308 (Downtown area)",4.0,
1563,"Manager, Statistical Programming",Penfield Search Partners,"Princeton, NJ",,
1564,"Software Engineer Intern, Machine Learning (PhD) - 2021",Facebook,"Menlo Park, CA",4.2,
1565,Data Scientist,"Vorys, Sater, Seymour and Pease","Cincinnati, OH 45202 (Central Business District area)",3.6,
1566,Data Warehouse Engineer / Modeler,Verstand AI,Remote,,
1567,LEAD DATA SCIENTIST,Presbyterian Healthcare Services,"Albuquerque, NM 87113 (Wildflower area)",3.4,
1568,Machine Learning Customer Solutions Manager,Seeq Corporation,"Seattle, WA 98101 (Downtown area)",,
1569,"Manager, Research Data Science",Facebook,"Seattle, WA",4.2,
1570,Software Engineer II (Machine Learning),Uber,"New York, NY 10018 (Clinton area)",3.7,
1571,"Engineering Lead, AI Applications",Wells Fargo Bank,"Selma, NC 27576",3.7,
1572,Software Engineer - Machine Learning | Ingénieur logiciel -...,Facebook,"Menlo Park, CA",4.2,
1573,"Stagiaire Core Data Science, Recherche Economique (PhD)",Facebook,"Menlo Park, CA",4.2,
1574,Sr. Machine Learning / Python Engineer,HUNTER Technical Resources,"Alpharetta, GA 30009",4.7,
1575,Principal Data Architect - Director,North Highland,"Charlotte, NC 28202 (Downtown Charlotte area)",3.5,
1576,Software Engineering Manager - Machine Learning,Facebook,"New York, NY 10003 (Flatiron District area)",4.2,
1577,Software Engineer - Machine Learning Platform,Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
1578,Machine Learning Operations Engineer,Corporate Brokers,"Rockville, MD 20850",4.1,
1579,Senior Machine Learning Engineer,PeopleReady,"Chicago, IL 60608",3.6,
1580,Sr. Data Analyst / Data Scientist (CONTRACT),Broadridge,"Elmwood Park, NJ 07407",3.5,
1581,Data Scientist - AI/ML,"LoadSpring Solutions, Inc",Remote,2.3,
1582,Principal Data Scientist,Activision,"Santa Monica, CA",3.9,
1583,Data Scientist,Beyond Limits,"Glendale, CA 91203",3.5,
1584,Data Scientist,Olo,"New York, NY 10012 (NoHo area)",2.8,
1585,Associate Data Engineer,"UES, Inc.","Wright-Patterson AFB, OH 45433",,
1586,Sr. IOS Developer/Android Developer/Machine learning,MCI consulting INC,"Charlotte, NC",,$41 - $88 an hour
1587,Data Engineer - Remote US,Seamless AI,"Columbus, OH 43081",,
1588,Senior Statistical Programmer,PAREXEL,"JBSA Randolph, TX 78150",3.7,
1589,"Technical Program Manager, Machine Learning Infrastructure",Facebook,"New York, NY 10003 (Flatiron District area)",4.2,
1590,Architect - Data & Analytics,Credera,"Houston, TX",4.0,
1591,Data Architect,Perspecta,"Chantilly, VA",3.3,
1592,Mid-level Machine Learning Engineer,CyberCoders,"Calabasas, CA 91302",3.3,"$80,000 - $100,000 a year"
1593,Sr. Statistician (Device Studies) - Remote,Penfield Search Partners,"Fairfield, CT",,
1594,"Statistician/ St. Louis, MO",Kelly,"Fairview Heights, IL 62208",3.8,
1595,Global Technology People Strategy – Data Scientist,BNY Mellon,"Pittsburgh, PA 15219 (Central Business District area)",3.5,
1596,Statistical Programmer / Data Scientist,IBM,West Virginia,3.9,
1597,Senior Data Scientist,West Creek Financial,"Washington, DC",4.0,
1598,Sr Data Scientist,"Jefferies & Company, Inc.","New York, NY",3.7,
1599,Data Scientist 1 - Supply Chain,Nordstrom,"Seattle, WA",3.9,
1600,Data Science Intern,Guadalupe Valley Electric,"Seguin, TX 78155",3.3,
1601,"Data Scientist, Analytics & Inference",Codecademy,"New York, NY",4.2,
1602,Senior Data Analyst ( Remote ),Keboli,"Seattle, WA",,From $55 an hour
1603,Data Scientist-Senior,Perspecta,"Washington, DC 20022",3.3,
1604,Data Science Manager,Dealerware,"Austin, TX",,
1605,Sr. Director of Machine Learning,Capital One,"Richmond, VA 23218 (City Center area)",3.9,
1606,Software Engineer - Machine Learning| Marketplace Driver Pri...,Uber,"Palo Alto, CA 94304",3.7,
1607,"Stagiaire Core Data Science, Impact Sociétal (PhD)",Facebook,"Menlo Park, CA",4.2,
1608,Senior Data Engineer - AI Labs,BlackRock,"Palo Alto, CA 94301 (University South area)",3.8,
1609,Data Analyst-Top Secret/SCI clearance required,Phoenix Resourcing Group,"Washington, DC",,"$95,000 - $115,000 a year"
1610,Associate Data Scientist,The Hartford,"Hartford, CT",3.7,
1611,Data Architect,"Atlas Air, Inc","Purchase, NY 10577",3.5,
1612,Data Scientist,Perspecta,"Springfield, VA 22161",3.3,
1613,Data Engineer (Python),BlackRock,"New York, NY 10055 (Midtown area)",3.8,
1614,"Manager, Statistical Programming","Daiichi Sankyo, Inc.","Basking Ridge, NJ",3.8,
1615,Architect - Data & Analytics,Credera,"Los Angeles, CA",4.0,
1616,"Data Science Manager, Analytics",Facebook,"Menlo Park, CA",4.2,
1617,"Solutions Engineer, Data – Analytics & Emerging Technology",Liberty Mutual Insurance,"Portsmouth, NH 03801",3.6,"$137,200 a year"
1618,Business Analysis Engineer - Risk Data Management Manager,Freddie Mac,"McLean, VA 22102",3.8,
1619,AI Software Engineer,Johns Hopkins Applied Physics Laboratory (APL),"Laurel, MD 20724",4.0,
1620,Predictive Modeling Analyst IV,Perspecta,"Herndon, VA",3.3,
1621,Android Engineer - Uber AI - Building Blocks,Uber,"San Francisco, CA 94105 (Financial District area)",3.7,
1622,"Software Engineer Intern, Machine Learning (PhD) - 2021",Facebook,"Menlo Park, CA",4.2,
1623,MACHINE LEARNING ENGINEER,Kelly,"San Francisco, CA 94102 (Downtown area)",3.8,
1624,Principal Statistician - Post Marketing HEOR,Penfield Search Partners,"Cambridge, MA",,
1625,Data Scientist,Olo,"New York, NY 10012 (NoHo area)",2.8,
1626,Data Scientist,Hitachi Solutions Ltd,"Chicago, IL 60606 (The Loop area)",3.8,
1627,Scientist -Data Assimilation and Numerical Weather Predictio...,Tomorrow.io,"Boulder, CO",4.1,
1628,Data Science Fellowship,Boys & Girls Clubs of Southeastern Michigan,"Detroit, MI 48228",4.2,"$116,100 a year"
1629,Data Scientist,Ancestry,"San Francisco, CA 94107 (South Beach area)",3.9,
1630,Data Scientist,Beacon Street Services,"Baltimore, MD 21201 (Mid-Town Belvedere area)",,
1631,Associate Data Scientist,The Hartford,"Hartford, CT",3.7,
1632,Statistician,"Psychology Software Tools, Inc","Sharpsburg, PA 15215",,$24 - $30 an hour
1633,Senior Statistical Programmer,PAREXEL,"JBSA Randolph, TX 78150",3.7,
1634,"Data Science Manager, Instagram Feed & Stories Relevance",Facebook,"San Francisco, CA 94131 (Noe Valley area)",4.2,
1635,HPC / Computational Data Scientist with Clearance,CI Software,"Washington, DC",,$75 - $100 an hour
1636,"Solutions Engineer, Data – Analytics & Emerging Technology",Liberty Mutual Insurance,"Portsmouth, NH 03801",3.6,"$137,200 a year"
1637,"Manager, Research Data Science",Facebook,"Seattle, WA",4.2,
1638,Staff ML Engineer -- Pricing and Incentives,Uber,"Palo Alto, CA 94304",3.7,
1639,Senior Director of Statistics – Innovative Biopharmaceutical...,Warman O'Brien,"Raleigh, NC",,"$170,000 - $200,000 a year"
1640,Data Scientist,ManTech International Corporation,"Norfolk, VA",3.9,
1641,Data Scientist,LufCo,"Annapolis Junction, MD",,
1642,Data Scientist - Marketplace Product,Houzz,"Santa Monica, CA",3.2,
1643,Data Scientist,SmileDirectClub,"Nashville, TN 37219",2.9,
1644,Sr. Data Scientist I,Datto Jobs,"Boston, MA",,
1645,Machine Learning Engineer /Data Scientist /Software Engineer...,Energy Solutionss,"Austin, TX 78704 (South Lamar area)",,$50 - $200 an hour
1646,Sr. Data Analyst - Insurance Pricing Specialist,Mercury Insurance Group,"Brea, CA 92821",3.6,"$80,000 - $90,000 a year"
1647,"Associate, Data Scientist, Optimization",KPMG,"Denver, CO",4.0,
1648,Senior Data Scientist/Researcher *clearable*,CACI,"Denver, CO 80225",3.8,
1649,"Data Scientist, Product Analytics",Facebook,"San Francisco, CA 94131 (Noe Valley area)",4.2,
1650,Data Science Solutions Architect,Bloomberg,"New York, NY",3.9,
1651,"Associate Director, Statistical Programming",Bristol Myers Squibb,"Seattle, WA",4.2,
1652,Sr. Machine Learning Engineer at Marketplace Matching,Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
1653,Sr. Data Analyst,Advantage Resourcing,"Santa Ana, CA 92707",3.7,
1654,Senior Machine Learning Engineer,Snap Finance,"Salt Lake City, UT 84126",3.4,
1655,"Family Communication Platform, Data Science - TLM",Facebook,"Menlo Park, CA",4.2,
1656,Data Science & Analytics Mgr,RTX,"Farmington, CT 06030",4.8,
1657,Data Architect,"Atlas Air, Inc","Purchase, NY 10577",3.5,
1658,Data Analyst - AI/ML/BI,"LoadSpring Solutions, Inc",Remote,2.3,
1659,POPULATION HEALTH SENIOR DATA ANALYST,Network Medical Management Inc,"Alhambra, CA 91801",3.1,
1660,Data Scientist Senior Technical Specialist,Perspecta,"Chantilly, VA",3.3,
1661,"Software Engineer, Machine Learning",Facebook,"Los Angeles, CA",4.2,
1662,Data Architect,Perspecta,"Chantilly, VA",3.3,
1663,"Stagiaire Core Data Science, GRAph Science & Statistics Rese...",Facebook,"Menlo Park, CA",4.2,
1664,Business Systems Analyst - Testing and Analysis (AI and Voic...,National General Insurance,"Antioch, TN 37013",2.9,
1665,"Senior Associate, Conversational AI Developer",KPMG,"Atlanta, GA 30308 (Downtown area)",4.0,
1666,Artificial Intelligence and Embedded Systems Software Engine...,"General Technical Services, LLC and Fibertek, Inc.","Adelphi Laboratory Center, MD",,"$85,000 - $110,000 a year"
1667,"Technical Program Manager, Machine Learning Infrastructure",Facebook,"Bellevue, WA (Downtown area)",4.2,
1668,Staff Backend Engineer - Uber AI - (Michelangelo Platform),Uber,"Sunnyvale, CA 94086",3.7,
1669,Senior Director of Statistics – Innovative Biopharmaceutical...,Warman O'Brien,"Raleigh, NC",,"$170,000 - $200,000 a year"
1670,Data Scientist,LufCo,"Annapolis Junction, MD",,
1671,Data Scientist - Marketplace Product,Houzz,"Santa Monica, CA",3.2,
1672,Data Scientist,SmileDirectClub,"Nashville, TN 37219",2.9,
1673,Sr. Data Scientist I,Datto Jobs,"Boston, MA",,
1674,Machine Learning Engineer /Data Scientist /Software Engineer...,Energy Solutionss,"Austin, TX 78704 (South Lamar area)",,$50 - $200 an hour
1675,Sr. IOS Developer/Android Developer/Machine learning,MCI consulting INC,"Charlotte, NC",,$41 - $88 an hour
1676,Data Science Solutions Architect,Bloomberg,"New York, NY",3.9,
1677,"Technical Sourcer, Data Science",Facebook,"Menlo Park, CA",4.2,
1678,Software Engineer II (Machine Learning),Uber,"New York, NY 10018 (Clinton area)",3.7,
1679,Capital Markets Big Data Technology Lead,Wells Fargo Bank,"New York, NY 10017 (Murray Hill area)",3.7,
1680,Software Engineer Backend (Uber AI),Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
1681,"Senior Associate, Conversational AI Developer",KPMG,"New York, NY",4.0,
1682,"Associate Director, Statistical Programming",Penfield Search Partners,"Boston, MA",,
1683,Senior Research Engineer -RF/Machine Learning,Perspecta,"College Park, MD 20741",3.3,
1684,"Statistician/ St. Louis, MO",Kelly,"St. Louis, MO 63145",3.8,
1685,"Data Scientist, Delivery Team",Teladoc Health,"Mountain View, CA",3.0,
1686,Data Review Senior Scientist,Piper Companies,"Durham, NC",4.5,"$75,000 - $85,000 a year"
1687,Data Scientist in Remote Mental Healthcare,Brightside Health,Remote,,
1688,Machine Learning Engineer,Affinaquest,Remote,,"From $90,000 a year"
1689,Technical Project Manager - Data & Analytics and Machine Lea...,Clear Capital,"Reno, NV 89501 (Northeast area)",3.0,
1690,Senior Data Analyst - Top Secret required,General Dynamics,"Washington, DC",3.8,
1691,"Manager, Research Data Science",Facebook,"Seattle, WA",4.2,
1692,"Engineering Lead, AI Applications",Wells Fargo Bank,"Selma, NC 27576",3.7,
1693,Data Science Engineer,"BioIntelliSense , Inc.","Golden, CO 80401",,
1694,"Software Engineer, AI",Facebook,"Menlo Park, CA",4.2,
1695,Software Engineer - Machine Learning | Ingénieur logiciel -...,Facebook,"Menlo Park, CA",4.2,
1696,Software Engineering Manager - Machine Learning Infrastructu...,Facebook,"Menlo Park, CA",4.2,
1697,Machine Learning Engineer - Radar (Top Secret Clearance rqd),CyberCoders,"El Segundo, CA 90245",3.3,
1698,Principal Statistician,System One,"No Potomac, MD",3.6,
1699,URGENT! Sr. Data Analyst,Kelly,"Chicago, IL 60601 (Loop area)",3.8,
1700,Senior Data & Applied Scientist,Microsoft,"Redmond, WA 98052 (Overlake area)",4.2,
1701,Sr. Engineering Records and Data Analyst,LOCKHEED MARTIN CORPORATION,"Stratford, CT 06615",4.0,
1702,Sr. Data Scientist I,Datto Inc.,"Norwalk, CT 06851",3.5,
1703,Data Scientist,QVine Corporation,"Washington, DC",4.3,
1704,"Sr. Data Scientist, Experimentation",Time Warner,"Los Angeles, CA",3.8,
1705,College Intern Technical/Data Scientist,Northrop Grumman,"McLean, VA 22102",4.0,
1706,Data Scientist,Javelin Biotech,"Woburn, MA 01801",,
1707,Senior Data Scientist - Defense & Intelligence,Elder Research Inc,"Fort Meade, MD 20755",,
1708,"Senior Quality, Safety, Health Equity Data Analyst / 40 Hour...",Brigham & Women's Hospital(BWH),"Boston, MA 02115 (Mission Hill area)",4.1,
1709,"Manager, Statistical Programming",Bristol Myers Squibb,"Seattle, WA",4.2,
1710,Senior Data Analyst,Envista Holdings,"Brea, CA",,
1711,Senior Manager Data Architecture (Big Data Architect),Hanes Brands,"Winston-Salem, NC 27105",3.8,
1712,"Software Engineer, AI",Facebook,"Menlo Park, CA",4.2,
1713,Software Engineer - Machine Learning | Ingénieur logiciel -...,Facebook,"Menlo Park, CA",4.2,
1714,"Senior Data Science Engineer, PySpark (REMOTE)",CyberCoders,"San Jose, CA 95128 (Willow Glen area)",3.3,
1715,Principal Data Scientist,Vanguard,"Charlotte, NC",3.8,
1716,Business Data Scientist,Amerant Bank,"Miami, FL 33137 (Wynwood - Edgewater area)",4.0,
1717,SENIOR DATA ANALYST - CUSTOMER ANALYTICS,"Foot Locker, Inc.",United States,3.9,
1718,Associate Data Scientist,NextEra Energy,"Juno Beach, FL 33408",3.9,
1719,Fraud Data Scientist,Nike,"Beaverton, OR",4.1,
1720,AVP - AML Statistician / Independent Validations - C12,Citi,"Tampa, FL 33601",3.9,
1721,Statistician,Global Pharmatek,New York State,,$50 - $60 an hour
1722,Director of Data Science,Investigo Life Sciences,"Westlake Village, CA",5.0,
1723,Data Architect,Johns Hopkins Applied Physics Laboratory (APL),"Laurel, MD 20724",4.0,
1724,Statistician (SAS),General Dynamics Information Technology,"Aberdeen Proving Ground, MD",3.8,
1725,Senior Data Scientist,Kforce,"Los Angeles, CA 90071",3.8,
1726,"Software Engineer, AI",Facebook,"Pittsburgh, PA",4.2,
1727,Sr. Machine Learning (ML) Researcher,Johns Hopkins Applied Physics Laboratory (APL),"Laurel, MD 20724",4.0,
1728,"Privacy Policy Manager, Artificial Intelligence",Facebook,"Washington, DC",4.2,
1729,"Manager, Statistical Programming",Penfield Search Partners,"Basking Ridge, NJ",,
