,title,company,city,rating,salary
1210,Mid-level Machine Learning Engineer,CyberCoders,"Calabasas, CA 91302",3.3,"$80,000 - $100,000 a year"
1211,"Principal Statistician - Biopharma – Rayleigh, US",Warman O'Brien,"Raleigh, NC",,"$120,000 - $150,000 a year"
1212,"Senior Associate, Conversational AI Developer",KPMG,"Chicago, IL 60601 (The Loop area)",4.0,
1213,Lead AI / ML Engineer,CyberCoders,"Phoenix, AZ 85021 (North Mountain area)",3.3,"$140,000 - $180,000 a year"
1214,Clinical Data Scientist,InterVenn,"South San Francisco, CA 94080",,
1215,Data Scientist,Madison Square Garden Entertainment,"Burbank, CA",4.0,
1216,Sr. Data Scientist/Machine Learning Engineer,Blackstraw AI,Remote,,"$80,000 - $100,000 a year"
1217,Senior Data Scientist – Advanced Analytics Commercial,Eli Lilly,"Indianapolis, IN",4.2,
1218,"Associate Director, Data Partner, Global Biometrics and Data...",Bristol Myers Squibb,"New Brunswick, NJ 08901",4.2,
1219,Senior Data Analyst / Principal Data Analyst,Liberty Mutual Insurance,"Dover, NH 03820",3.6,"$99,300 a year"
1220,Architect - Data & Analytics,Credera,"Houston, TX",4.0,
1221,Senior Statistical Programmer,PAREXEL,"Staples, TX 78670",3.7,
1222,Senior Machine Learning Engineer,Change Healthcare,"Amboy, WA 98601",3.0,
1223,Sr. Machine Learning Engineer (Eats Logistics),Uber,"New York, NY 10018 (Clinton area)",3.7,
1224,"Solution Engineer, Machine Learning and Data Platform",CyberCoders,"San Jose, CA 95121 (Evergreen area)",3.3,
1225,Systems Engineer III,Perspecta,"Springfield, VA 22161",3.3,
1226,Audience/Data Science Lead,ReKruiting Advisors LLC,"New York, NY",,
1227,Principal Statistical Programmer,Penfield Search Partners,"San Diego, CA",,
1228,Principal Statistician - Post Marketing HEOR,Penfield Search Partners,"Cambridge, MA",,
1229,Sr Data Scientist,The Walt Disney Company (Corporate),"Seattle, WA",4.1,
1230,Senior Data Analyst,Vaco,"Pittsburgh, PA",3.7,
1231,AI/ML Data Engineer,MORSE Corp,"Cambridge, MA 02139 (Cambridgeport area)",,
1232,Data Science & Analytics Mgr,RTX,"Farmington, CT 06030",4.8,
1233,"Lead Quantitative Analyst, Data Science",NATIONAL GRID CO USA (NE POWER),"Waltham, MA",3.8,
1234,Senior Statistician,UCLA Health,"Los Angeles, CA 90001",4.0,"$5,325 - $10,533 a month"
1235,"Data Science Manager, Instagram Feed & Stories Relevance",Facebook,"San Francisco, CA 94131 (Noe Valley area)",4.2,
1236,Machine Learning Architect - Data & Analytics,Credera,"Denver, CO",4.0,
1237,Senior Data Scientist,Kforce,"Los Angeles, CA 90071",3.8,
1238,Staff Machine Learning Engineer,Uber,"Sunnyvale, CA 94086",3.7,
1239,Staff Machine Learning Engineer - Investments,Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
1240,Software Engineer - Machine Learning | Ingénieur logiciel -...,Facebook,"Menlo Park, CA",4.2,
1241,Remote Machine Learning Engineer,CyberCoders,"Dallas, TX 75206 (M Streets area)",3.3,
1242,Data Analytics Engineer,Nestle USA,"Solon, OH 44139",3.7,
1243,"Senior Data Science Engineer, PySpark (REMOTE)",CyberCoders,"San Jose, CA 95128 (Willow Glen area)",3.3,
1244,Principal/Sr. Principal Data Scientist,Northrop Grumman,"Herndon, VA 20171",4.0,
1245,Data Scientist (TS/SCI poly),Northrop Grumman,"Chantilly, VA",4.0,
1246,Operational Data Scientist,Johns Hopkins Applied Physics Laboratory (APL),"Laurel, MD 20724",4.0,
1247,"Data Scientist, Product Analytics - Ads Ranking",Facebook,"Seattle, WA",4.2,
1248,Data Science & Analytics Mgr,RTX,"Marlborough, CT 06447",4.8,
1249,Data Science Solutions Architect,Bloomberg,"New York, NY",3.9,
1250,Unity ML-Agents (Machine Learning) Developer for AR/VR Studi...,ForgeFX Simulations,Nevada,,$25 an hour
1251,Senior Statistical Programmer,PAREXEL,"JBSA Randolph, TX 78150",3.7,
1252,Sr. Data Analyst - Partner Analytics,Strive Health,"Denver, CO 80202 (Central Business District area)",,"$71,360 - $107,040 a year"
1253,"Manager, Statistical Programming","Daiichi Sankyo, Inc.","Basking Ridge, NJ",3.8,
1254,"Solutions Engineer, Data – Analytics & Emerging Technology",Liberty Mutual Insurance,"Boston, MA 02101",3.6,"$137,200 a year"
1255,"Data Science Director, Community Relevance",Facebook,"Menlo Park, CA",4.2,
1256,Product Manager - Machine Learning,CyberCoders,"Boston, MA 02116 (South End area)",3.3,
1257,Audience/Data Science Lead,ReKruiting Advisors LLC,"New York, NY",,
1258,Machine Learning Software Engineer,Motorola Solutions,"Schaumburg, IL",4.1,
1259,Data Science Fellowship,Boys & Girls Clubs of Southeastern Michigan,"Detroit, MI 48228",4.2,"$116,100 a year"
1260,Data Scientist,Ancestry,"San Francisco, CA 94107 (South Beach area)",3.9,
1261,Data Scientist,Beacon Street Services,"Baltimore, MD 21201 (Mid-Town Belvedere area)",,
1262,Associate Data Scientist,The Hartford,"Hartford, CT",3.7,
1263,Principal Deep Learning Applied Scientist w/ work exp in NLU...,Oracle,"Austin, TX 78741 (Riverside area)",3.8,
1264,Data Visualization Scientist,Johns Hopkins Applied Physics Laboratory (APL),"Laurel, MD 20724",4.0,
1265,"Data Scientist, Product Analytics - Ads Ranking",Facebook,"Seattle, WA",4.2,
1266,"Data Scientist, Analytics - Responsible AI",Facebook,"Menlo Park, CA",4.2,
1267,Statistician,TARGET PHARMASOLUTIONS,"Durham, NC 27701",,
1268,"Associate Director, Data Partner, Global Biometrics and Data...",Bristol Myers Squibb,"New Brunswick, NJ 08901",4.2,
1269,"Strategic Data Analyst, Population Health Innovation Institu...",BROOKLYN HEIGHTS,"Brooklyn Heights, OH",3.9,
1270,"Stagiaire Core Data Science, Algorithmes de Produits (PhD)",Facebook,"Menlo Park, CA",4.2,
1271,Senior Software Engineer - Machine Learning,Intuit,"Mountain View, CA 94041",4.2,
1272,Sr Algorithm Engineer (Deep Learning),CyberCoders,"San Diego, CA 92121",3.3,"$130,000 - $175,000 a year"
1273,Software Engineer Backend (Uber AI),Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
1274,"Data Scientist, Product",Moveworks,"Mountain View, CA",4.3,
1275,Principal Data Scientist,Bristol Myers Squibb,"Seattle, WA",4.2,
1276,"Data Scientist, Analytics (PhD)",Facebook,"Menlo Park, CA",4.2,
1277,Architect - Data & Analytics,Credera,"Los Angeles, CA",4.0,
1278,Senior Data Analyst / Principal Data Analyst,Liberty Mutual Insurance,"Dover, NH 03820",3.6,"$99,300 a year"
1279,Data Scientist,Fifth Third Bank,"Cincinnati, OH",3.6,
1280,Senior Data Analyst - Top Secret required,General Dynamics,"Washington, DC",3.8,
1281,Machine Learning Engineer,Comcast,"Washington, DC 20005 (Logan Circle area)",3.7,
1282,Big Data Engineer - Denver Area,CyberCoders,"Denver, CO 80202 (Lodo area)",3.3,
1283,"Solution Engineer, Machine Learning and Data Platform",CyberCoders,"San Jose, CA 95121 (Evergreen area)",3.3,
1284,Software Engineer - AI Platform,Uber,"Sunnyvale, CA 94086",3.7,
1285,"Research Scientist, Machine Learning for Image Synthesis (Ph...",Facebook,"Redmond, WA",4.2,
1286,REMOTE - Sr. Front End Engineer - AI & Data-Driven Startup,CyberCoders,"Grand Rapids, MI 49503 (Heritage Hill area)",3.3,"$90,000 - $120,000 a year"
1287,URGENT! Sr. Data Analyst,Kelly,"Chicago, IL 60601 (Loop area)",3.8,
1288,Lead AI / ML Engineer,CyberCoders,"Phoenix, AZ 85021 (North Mountain area)",3.3,"$140,000 - $180,000 a year"
1289,Machine Learning Engineer,Affinaquest,Remote,,"From $90,000 a year"
1290,Data Scientist,Bind,Minnesota,2.3,
1291,Data Scientist II,Fresenius Medical Care,"Waltham, MA 02451",3.4,
1292,Senior Data Scientist II - Advanced Analytics,Walker Edison,Utah,3.5,
1293,Entry Level Data Engineer (AI Applications),IBM,"Littleton, MA 01460",3.9,
1294,Consulting Data Scientist - Natural Language Processing + Da...,The Tiny Life,Remote,,$15 - $50 an hour
1295,Sr. Data Scientist I,Datto Jobs,"Boston, MA",,
1296,Data Scientist,NowPow,"Chicago, IL 60615 (East Hyde Park area)",4.4,
1297,Sr. Data Analyst - Insurance Pricing Specialist,Mercury Insurance Group,"Brea, CA 92821",3.6,"$80,000 - $90,000 a year"
1298,"Data Scientist, Product Analytics - Ads Ranking",Facebook,"Seattle, WA",4.2,
1299,"Data Scientist, Product Analytics – Facebook Ecosystems",Facebook,"Menlo Park, CA",4.2,
1300,Sr. Machine Learning Engineer (Eats Logistics),Uber,"New York, NY 10018 (Clinton area)",3.7,
1301,"Software Engineer, AI",Facebook,"Seattle, WA",4.2,
1302,Research Intern (FAIR) (AI) - Paris,Facebook,"Menlo Park, CA",4.2,
1303,Principal Data Architect - Director,North Highland,"Charlotte, NC 28202 (Downtown Charlotte area)",3.5,
1304,Data Scientist,Inspire11,"Chicago, IL",,
1305,"Sr. Data Scientist, Experimentation",Time Warner,"Los Angeles, CA",3.8,
1306,Director Data Science,Facebook,"Seattle, WA",4.2,
1307,Data Science & Analytics Mgr,RTX,"Farmington, CT 06030",4.8,
1308,Senior Data Analyst,Envista Holdings,"Brea, CA",,
1309,Architect - Data & Analytics,Credera,"Los Angeles, CA",4.0,
1310,"Stagiaire Core Data Science, Optimisation Research (PhD)",Facebook,"Menlo Park, CA",4.2,
1311,Machine Learning Architect - Data & Analytics,Credera,"Los Angeles, CA",4.0,
1312,"Technical Program Manager, Core Machine Learning - Ads",Facebook,"Menlo Park, CA",4.2,
1313,Machine Learning Research Engineer - Uber AI Engagements,Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
1314,Staff Machine Learning Engineer,Intuit,"Mountain View, CA 94041",4.2,
1315,"Software Engineer, Machine Learning",Facebook,"Seattle, WA",4.2,
1316,Machine Learning Engineer II - Help Intelligence,Uber,"Palo Alto, CA 94304",3.7,
1317,Lead NLP AI Engineer - Platform Innovation & Engineering,Humana,"Boston, MA 02210 (South Boston area)",3.7,
1318,Software Engineer - AI Platform,Uber,"Sunnyvale, CA 94086",3.7,
1319,Data Scientist in Remote Mental Healthcare,Brightside Health,Remote,,
1320,Data Scientist,Bind,Minnesota,2.3,
1321,Data Scientist II,Fresenius Medical Care,"Waltham, MA 02451",3.4,
1322,Senior Data Scientist II - Advanced Analytics,Walker Edison,Utah,3.5,
1323,Entry Level Data Engineer (AI Applications),IBM,"Littleton, MA 01460",3.9,
1324,Consulting Data Scientist - Natural Language Processing + Da...,The Tiny Life,Remote,,$15 - $50 an hour
1325,Health Care Data Scientist,"Vizient, Inc.","Chicago, IL 60606 (Loop area)",3.7,
1326,Senior Machine Learning Scientist - Protein Design,Novo Nordisk,"Seattle, WA 98109 (South Lake Union area)",4.1,
1327,"Manager, Data Scientist, Optimization",KPMG,"Atlanta, GA 30308 (Downtown area)",4.0,
1328,"Data Science Director, Ads Measurement",Facebook,"Seattle, WA",4.2,
1329,"Data Science Manager, Instagram Feed & Stories Relevance",Facebook,"New York, NY 10003 (Flatiron District area)",4.2,
1330,"Stagiaire Core Data Science, Recherche Expérimentation Adapt...",Facebook,"Menlo Park, CA",4.2,
1331,Sr Machine Learning Engineer,Uber,"Sunnyvale, CA 94086",3.7,
1332,"Sr. Specialist, Statistical Programming",Penfield Search Partners,"Princeton, NJ",,
1333,Principal Statistical Programmer,Penfield Search Partners,"San Diego, CA",,
1334,Data Science Intern,HOF Capital,"New York, NY 10013 (Tribeca area)",,
1335,Arity-Senior Data Scientist - Machine Learning (Remote-Home...,Allstate,"Chicago, IL",3.7,
1336,Sr. Data Analyst - Insurance Pricing Specialist,Mercury Insurance Group,"Brea, CA 92821",3.6,"$80,000 - $90,000 a year"
1337,"Sr Business/Data Analyst, Technology",Raymond James Financial,"Saint Petersburg, FL 33716 (Carillon area)",3.8,
1338,Technical Project Manager - Data & Analytics and Machine Lea...,Clear Capital,"Reno, NV 89501 (Northeast area)",3.0,
1339,"Associate, Data Scientist, Optimization",KPMG,"Denver, CO",4.0,
1340,Data Scientist-Senior,Perspecta,"Washington, DC 20022",3.3,
1341,RF Signals and AI/ML Engineer,Mitre Corporation,"Bedford, MA",4.0,
1342,Lead AI Software Engineer,Mitre Corporation,"McLean, VA",4.0,
1343,"Engineering Lead, AI Applications",Wells Fargo Bank,"Selma, NC 27576",3.7,
1344,Software Engineer - Machine Learning| Marketplace Driver Pri...,Uber,"Palo Alto, CA 94304",3.7,
1345,Analytics & Data Science Manager,Aquent,"New York, NY 10010 (Flatiron District area)",4.0,
1346,Big Data Engineer - Denver Area,CyberCoders,"Denver, CO 80202 (Lodo area)",3.3,
1347,Senior Data Analyst,TechOp Solutions International,"Washington, DC 20536 (Mount Vernon Square area)",4.3,
1348,Senior Statistician - Innovative Biopharma - USA,Warman O'Brien,United States,,"$75,688 - $149,805 a year"
1349,Senior Applied/ Data Scientist w/ deep learning- NLU and Com...,Oracle,"Austin, TX 78741 (Riverside area)",3.8,
1350,Intern – Data Scientist,Soothsayer Analytics,"Livonia, MI",3.5,
1351,Principal Data Scientist,Splunk,"Austin, TX 73301 (St Edwards area)",4.2,
1352,Senior Data Scientist,NVIDIA,"Santa Clara, CA",4.2,
1353,Research Data Scientist,RTI International,"Durham, NC 27709",3.6,
1354,Data Scientist,Verizon,"Lake Mary, FL 32746",3.9,
1355,Data Scientist - Senior Levels,FedEx Services,"Brookfield, WI",3.8,
1356,Interdisciplinary Computer Scientist Computer Enigineer (DAT...,US Department of Defense,"Herndon, VA",4.2,"$103,690 - $159,286 a year"
1357,Data Analyst: Remote,"Stefanini, Inc",Remote,3.8,
1358,Sr Data Scientist,CEDENT,"Atlanta, GA",,"$100,000 - $135,000 a year"
1359,Quantitative Researcher,Bridgefront Capital,"Austin, TX 78746",,
1360,Principal Applied/ Data Scientist w/ deep learning - NLP and...,Oracle,"Austin, TX 78741 (Riverside area)",3.8,
1361,REMOTE Safety Data Scientist II,Raland Compliance Partners,Remote,,$50 - $95 an hour
1362,Chief Data Scientist,SportsBiz Group Inc,Remote,,"$150,000 - $190,000 a year"
1363,Data Scientist I,Freeport McMoRan,"Phoenix, AZ 85040 (South Mountain area)",4.0,
1364,Data Warehouse Engineer / Modeler,Verstand AI,Remote,,
1365,SENIOR DATA ANALYST - CUSTOMER ANALYTICS,"Foot Locker, Inc.",United States,3.9,
1366,Associate Data Scientist,NextEra Energy,"Juno Beach, FL 33408",3.9,
1367,Fraud Data Scientist,Nike,"Beaverton, OR",4.1,
1368,"Data Scientist, Product",Moveworks,"Mountain View, CA",4.3,
1369,Data Science & Analytics Mgr,RTX,"Farmington, CT 06030",4.8,
1370,AVP - AML Statistician / Independent Validations - C12,Citi,"Tampa, FL 33601",3.9,
1371,"Senior Data Analyst, Business Delivery",Constellation Brands,"Victor, NY 14564",3.7,
1372,Staff Software Engineer - Machine Learning,Intuit,"San Diego, CA 92101",4.2,
1373,Sr. Staff Data Analyst (Consumer Web Products),Freedom Financial Network,"Tempe, AZ 85284",3.6,
1374,Senior Machine Learning Engineer,Change Healthcare,"Northport, WA 99157",3.0,
1375,"Partner Engineer, AI",Facebook,"Menlo Park, CA",4.2,
1376,Software Engineer Backend (Uber AI),Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
1377,"Eats Tech Lead Manager, Machine Learning",Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
1378,"Manager, Statistical Programming",Penfield Search Partners,"Basking Ridge, NJ",,
1379,"Statistician/ St. Louis, MO",Kelly,"St. Louis, MO 63125",3.8,
1380,Principal Applied/ Data Scientist w/ deep learning - NLP and...,Oracle,"Austin, TX 78741 (Riverside area)",3.8,
1381,Senior Data Scientist,Owlet Baby Care,Remote,3.2,
1382,Data Scientist Intern,Extreme Networks,"Salem, NH 03079",3.6,
1383,Data Scientist,Imprint,"Phoenix, AZ",4.0,
1384,Data Scientist - Cloud Services,Trend Micro,"Austin, TX 78758 (North Burnett area)",4.0,
1385,Senior Data Scientist,Convey,"Austin, TX 78701 (Downtown area)",3.5,
1386,Senior Data Scientist- Trace,Relativity,Remote,3.3,
1387,"Data Scientist, Service & Repair Analytics",Microsoft,"Redmond, WA 98052 (Overlake area)",4.2,
1388,Data Scientist,"MCR, LLC.","Norfolk, VA",4.0,
1389,Data Scientist,OneSignal,"San Mateo, CA",,
1390,Data Scientist,Fenix Group Inc,"Fort Meade, MD",,
1391,Data Scientist,Nexamp,"Boston, MA 02110 (Downtown Crossing area)",4.1,
1392,Senior Applied/ Data Scientist w/ deep learning - NLP and Co...,Oracle,"Austin, TX 78741 (Riverside area)",3.8,
1393,Data Scientist,ForMotiv,Remote,,"$75,000 - $120,000 a year"
1394,Data Scientist - Geospatial Software Developer,Semantisys,Remote,,"$131,000 - $151,000 a year"
1395,REMOTE Safety Data Scientist II,Raland Compliance Partners,Remote,,$50 - $95 an hour
1396,Senior Data Scientist,dMASS,"Austin, TX 78701 (Downtown area)",,
1397,"Software Engineer / Data Scientist, Fleet Analytics",Tesla,"Palo Alto, CA",3.5,
1398,Data Scientist,Milliman,"Brookfield, WI 53005",3.6,
1399,"Junior Data Engineer - Austin, TX",Deloitte,"Austin, TX",4.0,
1400,Data Science Intern,HOF Capital,"New York, NY 10013 (Tribeca area)",,
1401,Data Scientist - Shops Seller Ecosystem,Facebook,"Seattle, WA",4.2,
1402,NLP and Machine Learning Research Scientist,Baidu USA,United States,,"$140,000 - $250,000 a year"
1403,Data Science Consultant,General Dynamics,"Washington, DC",3.8,
1404,Lead Analytics Data Engineer (Remote) - Data Science & Risk,Progressive Leasing,"Draper, UT",3.6,
1405,Machine Learning Engineer - Uber AI Recommendations,Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
1406,Unity ML-Agents (Machine Learning) Developer for AR/VR Studi...,ForgeFX Simulations,Arizona,,$25 an hour
1407,Research Scientist - RF Machine Learning,Perspecta,"College Park, MD 20741",3.3,
1408,"Lead Machine Learning Engineer, AI / ML / NLP",Change Healthcare,"Seattle, WA 98164 (Downtown area)",3.0,
1409,Sr. Data Analyst,Advantage Resourcing,"Santa Ana, CA 92707",3.7,
1410,"Principal Statistician - Biopharma – Rayleigh, US",Warman O'Brien,"Raleigh, NC",,"$120,000 - $150,000 a year"
1411,Sr. Marketing Analyst (Analytics),Snap Finance,"Salt Lake City, UT 84126",3.4,
1412,Data Scientist,Veoneer USA,"Southfield, MI 48034",,
1413,Data Scientist,"Vorys, Sater, Seymour and Pease","Cincinnati, OH 45202 (Central Business District area)",3.6,
1414,NOA2107 Support Scientist for Satellite Data Assimilation us...,I.M. Systems Group,"College Park, MD 20740",3.0,
1415,"Senior Consultant - Advanced Solutions, Energy Data Scientis...",Guidehouse,"San Francisco, CA 94102 (Downtown area)",3.4,"$72,000 - $80,000 a year"
1416,Principal/Sr. Principal Data Scientist,Northrop Grumman,"Herndon, VA 20171",4.0,
1417,"Data Scientist, Analytics (PhD)",Facebook,"Seattle, WA",4.2,
1418,"Manager, Data Scientist, Optimization",KPMG,"Atlanta, GA 30308 (Downtown area)",4.0,
1419,"Solutions Engineer, Data – Analytics & Emerging Technology",Liberty Mutual Insurance,"Dover, NH 03820",3.6,"$137,200 a year"
1420,"Vice President, Data Science Practice Lead",Fidelity Investments,"Boston, MA 02210 (South Boston area)",4.1,
1421,Metro College Intern Program- Facilities Asset Management En...,Washington Metropolitan Area Transit Authority,"Landover, MD",3.7,
1422,AI Software Engineer,Johns Hopkins Applied Physics Laboratory (APL),"Laurel, MD 20724",4.0,
1423,Big Data Engineer (Spark/Python),Navy Federal Credit Union,"Vienna, VA 22180",4.0,
1424,"Privacy Policy Manager, Artificial Intelligence",Facebook,"Seattle, WA",4.2,
1425,Machine Learning Data Scientist (12+ Month Contract) (2+ yea...,Career Developers,"Princeton, NJ 08540",,
1426,Statistical Programmer III,System One,"Gaithersburg, MD",3.6,
1427,AI/ML Data Engineer,MORSE Corp,"Cambridge, MA 02139 (Cambridgeport area)",,
1428,Senior Technical Data Analyst,Intuit,"San Diego, CA 92101",4.2,
1429,Architect - Data & Analytics,Credera,"Los Angeles, CA",4.0,
1430,"Technical Program Manager, Core Machine Learning - Ads",Facebook,"Menlo Park, CA",4.2,
1431,Staff Software Engineer - Machine Learning,Intuit,"San Diego, CA 92101",4.2,
1432,Machine Learning Architect - Data & Analytics,Credera,"Denver, CO",4.0,
1433,Software Engineering Manager - Machine Learning,Facebook,"Austin, TX (Downtown area)",4.2,
1434,Sr. Research Statistician,Hologic,"San Diego, CA (Sorrento Valley area)",3.7,
1435,Machine Learning Engineer (AI Engagements),Uber,"San Francisco, CA 94105 (Financial District area)",3.7,
1436,Sr. Machine Learning (ML) Researcher,Johns Hopkins Applied Physics Laboratory (APL),"Laurel, MD 20724",4.0,
1437,Software Engineer II - Machine Learning (Incentive Optimizat...,Uber,"Sunnyvale, CA 94086",3.7,
1438,Lead NLP AI Engineer - Platform Innovation & Engineering,Humana,"Boston, MA 02210 (South Boston area)",3.7,
1439,Senior Statistician,System One,"No Potomac, MD",3.6,
1440,Lead AI / ML Engineer,CyberCoders,"Phoenix, AZ 85021 (North Mountain area)",3.3,"$140,000 - $180,000 a year"
1441,"Statistician/ St. Louis, MO",Kelly,"St. Louis, MO 63102 (Near North Riverfront area)",3.8,
1442,College Intern Technical/Data Scientist,Northrop Grumman,"McLean, VA 22102",4.0,
1443,Data Scientist,Javelin Biotech,"Woburn, MA 01801",,
1444,Healthcare Data Scientist,University of Maryland Medical System,"Linthicum, MD 21090",3.5,
1445,Data Scientist,AppZen,"San Jose, CA",2.5,
1446,Data Scientist - Meaningful Matches,Nuna,"San Francisco, CA",,
1447,Data Scientist,Veoneer USA,"Southfield, MI 48034",,
1448,Data Scientist,"Vorys, Sater, Seymour and Pease","Cincinnati, OH 45202 (Central Business District area)",3.6,
1449,Senior Machine Learning Engineer,Solution Consulting Group,"Knoxville, TN 37923",,
1450,"Data Science Manager, Shops Merchant Success",Facebook,"Menlo Park, CA",4.2,
1451,"Technical Program Manager, Core Machine Learning - Ads",Facebook,"Menlo Park, CA",4.2,
1452,Statistical Analyst,Recruiting Solutions,"Buffalo Grove, IL 60089",,"$45,000 - $55,000 a year"
1453,"Statistical Programmer, Computational Microbiome Sciences",Proclinical Staffing,"Boston, MA",3.7,
1454,"Stagiaire Core Data Science, GRAph Science & Statistics Rese...",Facebook,"Menlo Park, CA",4.2,
1455,"Stagiaire Core Data Science, Recherche Expérimentation Adapt...",Facebook,"Menlo Park, CA",4.2,
1456,Systems Engineer III,Perspecta,"Springfield, VA 22161",3.3,
1457,Data Scientist,Milliman,"Brookfield, WI 53005",3.6,
1458,"Junior Data Engineer - Austin, TX",Deloitte,"Austin, TX",4.0,
1459,Data Science Intern,HOF Capital,"New York, NY 10013 (Tribeca area)",,
1460,Operational Data Scientist,Johns Hopkins Applied Physics Laboratory (APL),"Laurel, MD 20724",4.0,
1461,Data Architect,Johns Hopkins Applied Physics Laboratory (APL),"Laurel, MD 20724",4.0,
1462,Director Data Science,Facebook,"Menlo Park, CA",4.2,
1463,Sr. Staff Data Analyst (Consumer Web Products),Freedom Financial Network,"Tempe, AZ 85284",3.6,
1464,"Stagiaire Core Data Science, Recherche Economique (PhD)",Facebook,"Menlo Park, CA",4.2,
1465,Unity ML-Agents (Machine Learning) Developer for AR/VR Studi...,ForgeFX Simulations,Arizona,,$25 an hour
1466,Marketing Data Engineering Senior Manager,Wells Fargo Bank,"Charlotte, NC 28244 (Fourth Ward area)",3.7,
1467,"Engineering Lead, AI Applications",Wells Fargo Bank,"Selma, NC 27576",3.7,
1468,Lead NLP AI Engineer - Platform Innovation & Engineering,Humana,"Boston, MA 02210 (South Boston area)",3.7,
1469,Predictive Modeling Analyst IV,Perspecta,"Herndon, VA",3.3,
1470,"Solution Engineer, Machine Learning and Data Platform",CyberCoders,"Boise, ID 83702 (Harrison Blvd area)",3.3,
1471,Senior Machine Learning Engineer,PeopleReady,"Chicago, IL 60608",3.6,
1472,Healthcare Data Scientist,University of Maryland Medical System,"Linthicum, MD 21090",3.5,
1473,Data Scientist,AppZen,"San Jose, CA",2.5,
1474,Data Scientist - Meaningful Matches,Nuna,"San Francisco, CA",,
1475,Data Scientist,Veoneer USA,"Southfield, MI 48034",,
1476,Data Scientist,"Vorys, Sater, Seymour and Pease","Cincinnati, OH 45202 (Central Business District area)",3.6,
1477,Data Scientist - AI Labs,BlackRock,"New York, NY 10055 (Midtown area)",3.8,
1478,"Senior Consultant - Advanced Solutions, Energy Data Scientis...",Guidehouse,"San Francisco, CA 94102 (Downtown area)",3.4,"$72,000 - $80,000 a year"
1479,"Associate, Data Scientist, Optimization",KPMG,"Chicago, IL 60601 (The Loop area)",4.0,
1480,Statistician,TARGET PHARMASOLUTIONS,"Durham, NC 27701",,
1481,Data Architect,"Atlas Air, Inc","Purchase, NY 10577",3.5,
1482,"Lead Data Scientist (Genomics, Machine Learning)",City of Hope,"Irwindale, CA",3.8,
1483,Jr. Machine Learning Implementation Engineers,Enhance IT,United States,3.1,From $30 an hour
1484,Senior Data Analyst,Aptive,"Alexandria, VA 22314 (Old Town area)",3.7,
1485,Senior Statistical Programmer,PAREXEL,"Big Lake, AK 99652",3.7,
1486,"Manager, Statistical Programming",Penfield Search Partners,"Princeton, NJ",,
1487,Data Architect,Mattel,"El Segundo, CA 90245",,"$130,000 - $150,000 a year"
1488,Data Science & Analytics Mgr,RTX,"Farmington, CT 06030",4.8,
1489,"Director, Middleware & Data Services Architecture",IHG Corporate,"Atlanta, GA",4.1,
1490,"Associate, Data Scientist, Optimization",KPMG,"San Francisco, CA 94105 (South Beach area)",4.0,
1491,Senior Data Analyst,Envista Holdings,"Brea, CA",,
1492,Senior Data Analyst - Credit Risk Mgmt,Comcast,"Philadelphia, PA 19103",3.7,
1493,"Data Science Director, Ads Measurement",Facebook,"Menlo Park, CA",4.2,
1494,Staff Lead Data Scientist,Freedom Financial Network,"San Mateo, CA 94402 (Beresford area)",3.6,
1495,Data Science Engineer,General Dynamics,"Washington, DC",3.8,
1496,Machine Learning Architect - Data & Analytics,Credera,"Dallas, TX 75251 (North Dallas area)",4.0,
1497,Senior Machine Learning (ML) Engineer - Eats Discovery,Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
1498,Statistical Programmer III,System One,"Gaithersburg, MD",3.6,
1499,Senior Statistical Programmer-Top 10 Pharma,Warman O'Brien,"Boston, MA",,"$90,000 - $112,000 a year"
1500,Senior Software Engineer (Machine Learning) - Marketplace Dr...,Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
1501,REMOTE! Chip Integration Engineer (Mid/Sr) - AI SoC,CyberCoders,"Santa Clara, CA 95051",3.3,
1502,Data Science Intern,HOF Capital,"New York, NY 10013 (Tribeca area)",,
1503,Predictive Modeler - Sports - No OPT,competitive balance analytics,North Carolina,,"$100,000 - $120,000 a year"
1504,LEAD DATA SCIENTIST,Presbyterian Healthcare Services,"Albuquerque, NM 87113 (Wildflower area)",3.4,
1505,Statistical Modeling & Forecasting Scientist,Nestle USA,"Solon, OH",3.7,
1506,Senior Data Analyst (002.082),General Dynamics,"Washington, DC",3.8,
1507,"Manager, Statistical Programming","Daiichi Sankyo, Inc.","Basking Ridge, NJ",3.8,
1508,"Data Science Manager, Analytics",Facebook,"Menlo Park, CA",4.2,
1509,Statistician (SAS),General Dynamics Information Technology,"Aberdeen Proving Ground, MD",3.8,
1510,"Data Science Manager, Small Business Group",Facebook,"New York, NY 10003 (Flatiron District area)",4.2,
1511,Machine Learning Engineer - Uber AI Recommendations,Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
1512,Software Engineer (Machine Learning) - Freight,Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
