,title,company,rating,CITY,state,salary_year_mean
308,Marketing Data Scientist,Domino's,3.6,Ann Arbor,MI,
309,Senior Data Scientist,Auth0,,Remote,REMOTE,
310,Data Scientist,Advan Research Corporation,,New York,NY,
311,Data Scientist,Massachusetts General Hospital(MGH),4.3,Boston,MA,
312,Data Science Analyst,Michaels,3.6,Irving,TX,
313,Associate Data Scientist- Ads (Remote Eligible - Americas),Spotify,4.3,New York,NY,
314,Data Scientist,MEDSTAR HEALTH,3.7,Washington,DC,
315,Data Scientist,QuaEra,,New York,NY,
316,Data Scientist,Cedars-Sinai,4.2,Los Angeles,CA,
317,Data Scientist IBM Tech Re-Entry,IBM,3.9,Armonk,NY,
318,"Data Scientist-Draper, UT",PFS-Prestige Financial Services,3.4,Draper,UT,
319,Data Scientist - Lumedic,Providence,3.9,Seattle,WA,
320,NLP Data Scientist Internship,Vee,3.9,New York State,NY,
321,Data Scientist,Abiomed,3.7,Danvers,MA,
322,Data Scientist,"Shaw Industries Group, Inc.",3.9,Dalton,GA,
323,"Intern, Data Science",Scaled Agile,4.0,Boulder,CO,41925.0
324,Senior Data Scientist,Whole Foods Market,,Austin,TX,
325,Data Scientist I,Centene Corporation,3.2,Clayton,MO,
326,Data Scientist,MMIT Network,,Livingston,NJ,
327,"Data Scientist, Data Sciences",Publicis Groupe,3.7,Birmingham,MI,
328,Data Scientist,CDK Global,3.2,Hoffman Estates,IL,
329,Data Scientist,Ford Motor Company,4.1,Dearborn,MI,
330,Data Scientist,AditTech Consultants,,Atlanta,GA,150000.0
331,"Return to Work - Data Scientist, Product Analytics",Facebook,4.2,Austin,TX,
332,Data Scientist,Oak Grove Technologies,4.2,Quantico,VA,
333,Data Scientist,Southern New Hampshire University,4.0,Remote,REMOTE,
334,Junior Data Scientist (NASA),Logistics Management Institute,3.9,Washington,DC,
335,Junior Data Scientist,Trinco,,Beltsville,MD,56550.0
336,Data Scientist,TruU,,Colorado,CO,
337,Data Scientist,Triplebyte Partner Companies,,California,CA,
338,Data Scientist,Bunge,4.2,Chesterfield,MO,
339,Data Scientist,Massachusetts General Hospital(MGH),4.3,Boston,MA,
340,"Data Scientist, AppleCare Digital",Apple,4.2,Austin,TX,
341,Data Scientist,Solvay,3.9,Alpharetta,GA,
342,Sr. Data Scientist for Fin-Tech,SparkCognition,4.4,Austin,TX,
343,Data Scientist,"Sony Pictures Entertainment, Inc.",4.1,Culver City,CA,
344,Jr. Data Scientist,Pandata,,Cleveland,OH,
345,DATA SCIENTIST,Union Hospital of Cecil County,3.5,Elkton,MD,
346,"Data Scientist, Apple Pay Analytics - Austin",Apple,4.2,Austin,TX,
347,DDM ? Data Scientist,Biz2Credit Inc,3.3,New York,NY,
348,Data Scientist Intern,AlignTech,3.8,California,CA,
349,"Data Scientist, Medical Diagnostics",Specific Diagnostics,,Mountain View,CA,
350,Data Scientist,Ford Motor Company,4.1,Dearborn,MI,
351,Data Scientist,BNY Mellon,3.5,New York,NY,
352,Clinical Data Scientist,"LogicStream Health, Inc.",,Minneapolis-Saint Paul,MN,105000.0
353,Data Scientist,Southern New Hampshire University,4.0,Remote,REMOTE,
354,Data Scientist,NewEgg,3.0,Industry,CA,
355,Data Scientist,Serry Systems,,Arlington,VA,
356,"Data Scientist, Buyer Experience",eBay Inc.,3.9,New York,NY,
357,Junior Data Scientist,CRUTCHFIELD CORPORATION,3.9,Charlottesville,VA,
358,Data Scientist,Current Health Careers,,Remote,REMOTE,
359,Data Scientist - Intermediate,Bayer,4.2,San Francisco,CA,
360,Data Linguist-I,Amazon.com Services LLC,3.6,Cambridge,MA,
361,SR Data Scientist,Surya Systems,,San Francisco,CA,
362,Data Scientist Advisor - Sales Reports and Analytics,Dell Technologies,4.0,Round Rock,TX,
363,Data Scientist,Bio-techne,3.1,Minneapolis,MN,
364,Data Scientist/Analyst,"CAP Index, Inc.",,Remote,REMOTE,90862.0
365,Data Scientist,Truist Financial,3.6,Charlotte,NC,
366,Data Scientist - Neuroscience Institute,Careers | West Virginia University,4.2,Morgantown,WV,
367,Data Scientist,Piper Companies,4.5,Tysons,VA,85000.0
368,Associate Data Scientist- Ads (Remote Eligible - Americas),Spotify,4.3,New York,NY,
369,Data Scientist,Time Warner,3.8,Burbank,CA,
370,"Data Scientist, Economics",Kaiser Permanente,4.1,Oakland,CA,
371,Junior Data Scientist,Dynetics,4.3,Huntsville,AL,
372,"Senior Data Scientist, Risk and Fraud",Eventbrite,4.1,Nashville,TN,
373,Data Scientist,Anvilogic,,Remote,REMOTE,161000.0
374,ESG Data Scientist,MSCI Inc.,4.0,New York,NY,
375,Full Time Opportunities for PhD Students or Recent Graduates...,Microsoft,4.2,Redmond,WA,
376,"Data Scientist, Mid",Booz Allen Hamilton,3.9,St. Louis,MO,
377,Senior Data Scientist,Open Soft Software Systems,,Remote,REMOTE,125000.0
378,Data Scientist,Enable Data,,Minneapolis,MN,
379,Data Scientist,FourthWall Media,5.0,Sterling,VA,
380,Data Scientist,CNA Insurance,3.6,Chicago,IL,
381,Data Scientist,Silent Eight,,New York,NY,
382,Data Scientist,Mode,4.2,California,CA,
383,Data Scientist,Anvilogic,,Remote,REMOTE,161000.0
384,Data Scientist (Remote Opportunity),VetsEZ,5.0,Austin,TX,
385,Data Scientist / Data Analyst,"CRISIL Limited - NEW YORK , USA",,New York,NY,
386,Data Scientist/Developer I,Massachusetts General Hospital(MGH),4.3,Boston,MA,
387,"Data Scientist, Point of Sale & Customers",Square,3.7,Austin,TX,
388,"Data Science Intern, Summer 2021 (Remote)",Ripple,3.3,San Francisco,CA,
389,Data Scientist,Zynga,3.8,Austin,TX,
390,"Data Scientist, Apple Pay Analytics - Austin",Apple,4.2,Austin,TX,
391,"Data Scientist, Search",Upwork,4.0,Remote,REMOTE,
392,Data Scientist/Developer I,Massachusetts General Hospital(MGH),4.3,Boston,MA,
393,Data Scientist,"Amplify Education, Inc.",3.9,United States,UNITED,
394,Data Scientist or Data Engineer,Luminosity,4.5,Saint Petersburg,FL,72500.0
395,Junior Data Scientist,Riverside Research,3.6,Washington,DC,
396,Senior Data Scientist,Oracle,3.8,Austin,TX,
397,Data Scientist - Analytics (Up to $125k + 100% Remote Option...,Hired Recruiters,,San Francisco,CA,
398,Data Scientist,Syneos Health Commercial Solutions,3.9,New York,NY,
399,"Data Scientist, AI / NLP",Happify Health,,Remote,REMOTE,
400,Senior Data Scientist,eBay Inc.,3.9,Austin,TX,
401,"Senior Data Scientist, LTV & Segmentation",Nike,4.1,Beaverton,OR,
402,Data Scientist,Centrify,3.6,Santa Clara,CA,
