,title,company,rating,CITY,state,salary_year_mean
1612,Data Scientist,Perspecta,3.3,Springfield,VA,
1613,Data Engineer (Python),BlackRock,3.8,New York,NY,
1614,"Manager, Statistical Programming","Daiichi Sankyo, Inc.",3.8,Basking Ridge,NJ,
1615,Architect - Data & Analytics,Credera,4.0,Los Angeles,CA,
1616,"Data Science Manager, Analytics",Facebook,4.2,Menlo Park,CA,
1617,"Solutions Engineer, Data – Analytics & Emerging Technology",Liberty Mutual Insurance,3.6,Portsmouth,NH,137200.0
1618,Business Analysis Engineer - Risk Data Management Manager,Freddie Mac,3.8,Mclean,VA,
1619,AI Software Engineer,Johns Hopkins Applied Physics Laboratory (APL),4.0,Laurel,MD,
1620,Predictive Modeling Analyst IV,Perspecta,3.3,Herndon,VA,
1621,Android Engineer - Uber AI - Building Blocks,Uber,3.7,San Francisco,CA,
1622,"Software Engineer Intern, Machine Learning (PhD) - 2021",Facebook,4.2,Menlo Park,CA,
1623,MACHINE LEARNING ENGINEER,Kelly,3.8,San Francisco,CA,
1624,Principal Statistician - Post Marketing HEOR,Penfield Search Partners,,Cambridge,MA,
1625,Data Scientist,Olo,2.8,New York,NY,
1626,Data Scientist,Hitachi Solutions Ltd,3.8,Chicago,IL,
1627,Scientist -Data Assimilation and Numerical Weather Predictio...,Tomorrow.io,4.1,Boulder,CO,
1628,Data Science Fellowship,Boys & Girls Clubs of Southeastern Michigan,4.2,Detroit,MI,116100.0
1629,Data Scientist,Ancestry,3.9,San Francisco,CA,
1630,Data Scientist,Beacon Street Services,,Baltimore,MD,
1631,Associate Data Scientist,The Hartford,3.7,Hartford,CT,
1632,Statistician,"Psychology Software Tools, Inc",,Sharpsburg,PA,52650.0
1633,Senior Statistical Programmer,PAREXEL,3.7,Jbsa Randolph,TX,
1634,"Data Science Manager, Instagram Feed & Stories Relevance",Facebook,4.2,San Francisco,CA,
1635,HPC / Computational Data Scientist with Clearance,CI Software,,Washington,DC,170625.0
1636,"Solutions Engineer, Data – Analytics & Emerging Technology",Liberty Mutual Insurance,3.6,Portsmouth,NH,137200.0
1637,"Manager, Research Data Science",Facebook,4.2,Seattle,WA,
1638,Staff ML Engineer -- Pricing and Incentives,Uber,3.7,Palo Alto,CA,
1639,Senior Director of Statistics – Innovative Biopharmaceutical...,Warman O'Brien,,Raleigh,NC,185000.0
1640,Data Scientist,ManTech International Corporation,3.9,Norfolk,VA,
1641,Data Scientist,LufCo,,Annapolis Junction,MD,
1642,Data Scientist - Marketplace Product,Houzz,3.2,Santa Monica,CA,
1643,Data Scientist,SmileDirectClub,2.9,Nashville,TN,
1644,Sr. Data Scientist I,Datto Jobs,,Boston,MA,
1645,Machine Learning Engineer /Data Scientist /Software Engineer...,Energy Solutionss,,Austin,TX,243750.0
1646,Sr. Data Analyst - Insurance Pricing Specialist,Mercury Insurance Group,3.6,Brea,CA,85000.0
1647,"Associate, Data Scientist, Optimization",KPMG,4.0,Denver,CO,
1648,Senior Data Scientist/Researcher *clearable*,CACI,3.8,Denver,CO,
1649,"Data Scientist, Product Analytics",Facebook,4.2,San Francisco,CA,
1650,Data Science Solutions Architect,Bloomberg,3.9,New York,NY,
1651,"Associate Director, Statistical Programming",Bristol Myers Squibb,4.2,Seattle,WA,
1652,Sr. Machine Learning Engineer at Marketplace Matching,Uber,3.7,San Francisco,CA,
1653,Sr. Data Analyst,Advantage Resourcing,3.7,Santa Ana,CA,
1654,Senior Machine Learning Engineer,Snap Finance,3.4,Salt Lake City,UT,
1655,"Family Communication Platform, Data Science - TLM",Facebook,4.2,Menlo Park,CA,
1656,Data Science & Analytics Mgr,RTX,4.8,Farmington,CT,
1657,Data Architect,"Atlas Air, Inc",3.5,Purchase,NY,
1658,Data Analyst - AI/ML/BI,"LoadSpring Solutions, Inc",2.3,Remote,REMOTE,
1659,POPULATION HEALTH SENIOR DATA ANALYST,Network Medical Management Inc,3.1,Alhambra,CA,
1660,Data Scientist Senior Technical Specialist,Perspecta,3.3,Chantilly,VA,
1661,"Software Engineer, Machine Learning",Facebook,4.2,Los Angeles,CA,
1662,Data Architect,Perspecta,3.3,Chantilly,VA,
1663,"Stagiaire Core Data Science, GRAph Science & Statistics Rese...",Facebook,4.2,Menlo Park,CA,
1664,Business Systems Analyst - Testing and Analysis (AI and Voic...,National General Insurance,2.9,Antioch,TN,
1665,"Senior Associate, Conversational AI Developer",KPMG,4.0,Atlanta,GA,
1666,Artificial Intelligence and Embedded Systems Software Engine...,"General Technical Services, LLC and Fibertek, Inc.",,Adelphi Laboratory Center,MD,97500.0
1667,"Technical Program Manager, Machine Learning Infrastructure",Facebook,4.2,Bellevue,WA,
1668,Staff Backend Engineer - Uber AI - (Michelangelo Platform),Uber,3.7,Sunnyvale,CA,
1669,Senior Director of Statistics – Innovative Biopharmaceutical...,Warman O'Brien,,Raleigh,NC,185000.0
1670,Data Scientist,LufCo,,Annapolis Junction,MD,
1671,Data Scientist - Marketplace Product,Houzz,3.2,Santa Monica,CA,
1672,Data Scientist,SmileDirectClub,2.9,Nashville,TN,
1673,Sr. Data Scientist I,Datto Jobs,,Boston,MA,
1674,Machine Learning Engineer /Data Scientist /Software Engineer...,Energy Solutionss,,Austin,TX,243750.0
1675,Sr. IOS Developer/Android Developer/Machine learning,MCI consulting INC,,Charlotte,NC,125775.0
1676,Data Science Solutions Architect,Bloomberg,3.9,New York,NY,
1677,"Technical Sourcer, Data Science",Facebook,4.2,Menlo Park,CA,
1678,Software Engineer II (Machine Learning),Uber,3.7,New York,NY,
1679,Capital Markets Big Data Technology Lead,Wells Fargo Bank,3.7,New York,NY,
1680,Software Engineer Backend (Uber AI),Uber,3.7,San Francisco,CA,
1681,"Senior Associate, Conversational AI Developer",KPMG,4.0,New York,NY,
1682,"Associate Director, Statistical Programming",Penfield Search Partners,,Boston,MA,
1683,Senior Research Engineer -RF/Machine Learning,Perspecta,3.3,College Park,MD,
1684,"Statistician/ St. Louis, MO",Kelly,3.8,St. Louis,MO,
1685,"Data Scientist, Delivery Team",Teladoc Health,3.0,Mountain View,CA,
1686,Data Review Senior Scientist,Piper Companies,4.5,Durham,NC,80000.0
1687,Data Scientist in Remote Mental Healthcare,Brightside Health,,Remote,REMOTE,
1688,Machine Learning Engineer,Affinaquest,,Remote,REMOTE,90000.0
1689,Technical Project Manager - Data & Analytics and Machine Lea...,Clear Capital,3.0,Reno,NV,
1690,Senior Data Analyst - Top Secret required,General Dynamics,3.8,Washington,DC,
1691,"Manager, Research Data Science",Facebook,4.2,Seattle,WA,
1692,"Engineering Lead, AI Applications",Wells Fargo Bank,3.7,Selma,NC,
1693,Data Science Engineer,"BioIntelliSense , Inc.",,Golden,CO,
1694,"Software Engineer, AI",Facebook,4.2,Menlo Park,CA,
1695,Software Engineer - Machine Learning | Ingénieur logiciel -...,Facebook,4.2,Menlo Park,CA,
1696,Software Engineering Manager - Machine Learning Infrastructu...,Facebook,4.2,Menlo Park,CA,
1697,Machine Learning Engineer - Radar (Top Secret Clearance rqd),CyberCoders,3.3,El Segundo,CA,
1698,Principal Statistician,System One,3.6,No Potomac,MD,
1699,URGENT! Sr. Data Analyst,Kelly,3.8,Chicago,IL,
1700,Senior Data & Applied Scientist,Microsoft,4.2,Redmond,WA,
1701,Sr. Engineering Records and Data Analyst,LOCKHEED MARTIN CORPORATION,4.0,Stratford,CT,
1702,Sr. Data Scientist I,Datto Inc.,3.5,Norwalk,CT,
1703,Data Scientist,QVine Corporation,4.3,Washington,DC,
1704,"Sr. Data Scientist, Experimentation",Time Warner,3.8,Los Angeles,CA,
1705,College Intern Technical/Data Scientist,Northrop Grumman,4.0,Mclean,VA,
1706,Data Scientist,Javelin Biotech,,Woburn,MA,
1707,Senior Data Scientist - Defense & Intelligence,Elder Research Inc,,Fort Meade,MD,
1708,"Senior Quality, Safety, Health Equity Data Analyst / 40 Hour...",Brigham & Women's Hospital(BWH),4.1,Boston,MA,
1709,"Manager, Statistical Programming",Bristol Myers Squibb,4.2,Seattle,WA,
1710,Senior Data Analyst,Envista Holdings,,Brea,CA,
1711,Senior Manager Data Architecture (Big Data Architect),Hanes Brands,3.8,Winston-Salem,NC,
1712,"Software Engineer, AI",Facebook,4.2,Menlo Park,CA,
1713,Software Engineer - Machine Learning | Ingénieur logiciel -...,Facebook,4.2,Menlo Park,CA,
1714,"Senior Data Science Engineer, PySpark (REMOTE)",CyberCoders,3.3,San Jose,CA,
1715,Principal Data Scientist,Vanguard,3.8,Charlotte,NC,
1716,Business Data Scientist,Amerant Bank,4.0,Miami,FL,
1717,SENIOR DATA ANALYST - CUSTOMER ANALYTICS,"Foot Locker, Inc.",3.9,United States,UNITED,
1718,Associate Data Scientist,NextEra Energy,3.9,Juno Beach,FL,
1719,Fraud Data Scientist,Nike,4.1,Beaverton,OR,
1720,AVP - AML Statistician / Independent Validations - C12,Citi,3.9,Tampa,FL,
1721,Statistician,Global Pharmatek,,New York State,NY,107250.0
1722,Director of Data Science,Investigo Life Sciences,5.0,Westlake Village,CA,
1723,Data Architect,Johns Hopkins Applied Physics Laboratory (APL),4.0,Laurel,MD,
1724,Statistician (SAS),General Dynamics Information Technology,3.8,Aberdeen Proving Ground,MD,
1725,Senior Data Scientist,Kforce,3.8,Los Angeles,CA,
1726,"Software Engineer, AI",Facebook,4.2,Pittsburgh,PA,
1727,Sr. Machine Learning (ML) Researcher,Johns Hopkins Applied Physics Laboratory (APL),4.0,Laurel,MD,
1728,"Privacy Policy Manager, Artificial Intelligence",Facebook,4.2,Washington,DC,
1729,"Manager, Statistical Programming",Penfield Search Partners,,Basking Ridge,NJ,
1730,Senior Data Scientist - Customer Insights,Workday,4.0,Pleasanton,CA,
1731,Senior Data Scientist - SparkPredict,SparkCognition,4.4,Austin,TX,
1732,Senior Data Scientist,ProModel Corporation,3.5,Remote,REMOTE,
1733,Senior Data Scientist - Machine Learning,AstraZeneca,4.1,Gaithersburg,MD,
1734,"Senior Associate, Federal Data Scientist",KPMG,4.0,Tallahassee,FL,
1735,Senior Data Scientist - Defense & Intelligence,Elder Research Inc,,Fort Meade,MD,
1736,Data Scientist Technical Specialist,Peraton,3.3,Chantilly,VA,
1737,"Lead Data Scientist (Genomics, Machine Learning)",City of Hope,3.8,Irwindale,CA,
1738,Business Analyst - Data Science,MedPro Group,3.2,Fort Wayne,IN,
1739,GBSD Sr Data Analyst – Systems Engineer,Northrop Grumman,4.0,Roy,UT,
1740,"Technical Program Manager, Machine Learning Infrastructure",Facebook,4.2,New York,NY,
1741,"AWS Machine Learning Engineer, Senior",Freddie Mac,3.8,Mclean,VA,
1742,HPC / Computational Data Scientist with Clearance,CI Software,,Washington,DC,170625.0
1743,Predictive Modeling Analyst IV,Perspecta,3.3,Herndon,VA,
1744,Machine Learning Operations Engineer,Corporate Brokers,4.1,Rockville,MD,
1745,Data Scientist,ManTech International Corporation,3.9,Norfolk,VA,
1746,"Software Engineer / Data Scientist, Fleet Analytics",Tesla,3.5,Palo Alto,CA,
1747,Data Scientist,Milliman,3.6,Brookfield,WI,
1748,"Junior Data Engineer - Austin, TX",Deloitte,4.0,Austin,TX,
1749,Data Science Intern,HOF Capital,,New York,NY,
1750,"Vice President, Data Science (Atlanta, GA)",BlackRock,3.8,Atlanta,GA,
1751,Senior Data Analyst,Varsity Tutors,3.9,Salt Lake City,UT,
1752,Senior Statistical Programmer,PAREXEL,3.7,La Vernia,TX,
1753,Machine Learning Customer Solutions Manager,Seeq Corporation,,Seattle,WA,
1754,"Software Engineer, Machine Learning",Facebook,4.2,Los Angeles,CA,
1755,Unity ML-Agents (Machine Learning) Developer for AR/VR Studi...,ForgeFX Simulations,,California,CA,48750.0
1756,Senior Software Engineer - Machine Learning,Intuit,4.2,Mountain View,CA,
1757,"Manager, Research Data Science",Facebook,4.2,Seattle,WA,
1758,RWE Statistical Programmer/Analyst - Remote,Penfield Search Partners,,Fairfield,CT,
1759,"Solution Engineer, Machine Learning and Data Platform",CyberCoders,3.3,Boise,ID,
1760,Data Scientist in Remote Mental Healthcare,Brightside Health,,Remote,REMOTE,
1761,Machine Learning Engineer,Affinaquest,,Remote,REMOTE,90000.0
1762,Data Scientist,Bind,2.3,Minnesota,MN,
1763,Data Scientist II,Fresenius Medical Care,3.4,Waltham,MA,
1764,Senior Data Scientist II - Advanced Analytics,Walker Edison,3.5,Utah,UT,
1765,Entry Level Data Engineer (AI Applications),IBM,3.9,Littleton,MA,
1766,Consulting Data Scientist - Natural Language Processing + Da...,The Tiny Life,,Remote,REMOTE,63375.0
1767,Sr. Data Scientist I,Datto Jobs,,Boston,MA,
1768,Data Scientist,NowPow,4.4,Chicago,IL,
1769,AML Statistician / Scenario Development & Enhancement,Citi,3.9,Tampa,FL,
1770,Director Data Science,Facebook,4.2,Seattle,WA,
1771,Data Science Manager,Dealerware,,Austin,TX,
1772,"Data Scientist, Product Analytics – Facebook Ecosystems",Facebook,4.2,Menlo Park,CA,
1773,Artificial Intelligence and Embedded Systems Software Engine...,"General Technical Services, LLC and Fibertek, Inc.",,Adelphi Laboratory Center,MD,97500.0
1774,Java Big Data Developers,Kforce,3.8,Wilmington,DE,
1775,Senior Data & Applied Scientist,Microsoft,4.2,Redmond,WA,
1776,Sr. Engineering Records and Data Analyst,LOCKHEED MARTIN CORPORATION,4.0,Stratford,CT,
1777,Sr. Data Scientist I,Datto Inc.,3.5,Norwalk,CT,
1778,Data Scientist,QVine Corporation,4.3,Washington,DC,
1779,"Sr. Data Scientist, Experimentation",Time Warner,3.8,Los Angeles,CA,
1780,College Intern Technical/Data Scientist,Northrop Grumman,4.0,Mclean,VA,
1781,Data Scientist,Javelin Biotech,,Woburn,MA,
1782,Machine Learning Architect - Data & Analytics,Credera,4.0,Houston,TX,
1783,Senior Data Analyst,Varsity Tutors,3.9,Chicago,IL,
1784,Senior Data Analyst - Credit Risk Mgmt,Comcast,3.7,Philadelphia,PA,
1785,Sr. Director of Machine Learning,Capital One,3.9,Richmond,VA,
1786,Product Manager - Machine Learning,CyberCoders,3.3,Boston,MA,
1787,Principal Data Architect - Director,North Highland,3.5,Charlotte,NC,
1788,Data Science Manager - Remote,Kforce,3.8,New York,NY,
1789,Lead AI / ML Engineer,CyberCoders,3.3,Phoenix,AZ,160000.0
1790,Machine Learning Engineer /Data Scientist /Software Engineer...,Energy Solutionss,,Austin,TX,243750.0
1791,Director Data Science,Facebook,4.2,Menlo Park,CA,
1792,Data Scientist,Perspecta,3.3,Springfield,VA,
1793,Unity ML-Agents (Machine Learning) Developer for AR/VR Studi...,ForgeFX Simulations,,Remote,REMOTE,48750.0
1794,"SR Data Analyst, Master Data Management",CDW,3.7,Vernon Hills,IL,
1795,Data Science Manager,Facebook,4.2,Menlo Park,CA,
1796,Mgr I - Data Science,pods,3.2,Clearwater,FL,
1797,"Data Science Manager, Ads Core ML",Facebook,4.2,Menlo Park,CA,
1798,"Senior Manager, Statistical Programming (Remote)",ClinChoice Inc,,Fort Washington,PA,
1799,RF Signals and AI/ML Engineer,Mitre Corporation,4.0,Bedford,MA,
1800,Staff Machine Learning Engineer,Intuit,4.2,Mountain View,CA,
1801,"AWS Machine Learning Engineer, Senior",Freddie Mac,3.8,Mclean,VA,
1802,Software Engineer (Machine Learning) - Freight,Uber,3.7,San Francisco,CA,
1803,Marketing Data Engineering Senior Manager,Wells Fargo Bank,3.7,Mount Holly,NC,
1804,Software Engineer - Deep Learning Platform (Seattle),Uber,3.7,Sunnyvale,CA,
1805,Statistician,Global Pharmatek,,United States,UNITED,107250.0
1806,"Data Science Director, Ads Measurement",Facebook,4.2,Seattle,WA,
1807,Technical Project Manager - Data & Analytics and Machine Lea...,Clear Capital,3.0,Reno,NV,
1808,Senior Data Analyst,Varsity Tutors,3.9,Salt Lake City,UT,
1809,Artificial Intelligence SME,"Modern Technology Solutions, Inc.",4.4,Alexandria,VA,
1810,Senior Data Analyst - Top Secret required,General Dynamics,3.8,Washington,DC,
1811,Machine Learning Engineer (AI Engagements),Uber,3.7,San Francisco,CA,
1812,"AWS Machine Learning Engineer, Senior",Freddie Mac,3.8,Mclean,VA,
1813,Research Intern (FAIR) (AI) - Paris,Facebook,4.2,Menlo Park,CA,
1814,Data Science Manager - Remote,Kforce,3.8,Austin,TX,
1815,Business Systems Analyst - Testing and Analysis (AI and Voic...,National General Insurance,2.9,Antioch,TN,
1816,"Partner Engineer, AI/PyTorch",Facebook,4.2,Atlanta,GA,
1817,Test Engineer | Artificial Intelligence (#14101899),Rock Point Search,,San Francisco,CA,
1818,Software Engineer - Machine Learning Platform,Uber,3.7,San Francisco,CA,
1819,"Research Intern, Audio Machine Learning and Signal Processin...",Facebook,4.2,Menlo Park,CA,
1820,Capital Markets Big Data Technology Lead,Wells Fargo Bank,3.7,New York,NY,
1821,"Technical Program Manager, Machine Learning Infrastructure",Facebook,4.2,New York,NY,
1822,"Lead Quantitative Analyst, Data Science",NATIONAL GRID CO USA (NE POWER),3.8,Waltham,MA,
1823,Senior Manager Data Architecture (Big Data Architect),Hanes Brands,3.8,Winston-Salem,NC,
1824,Staff Software Engineer - AI Ethics,Indeed,4.3,Sunnyvale,CA,156000.0
1825,"Healthcare Cloud Analyst, AI/ML- Senior Associate",PwC,4.0,Chicago,IL,
1826,"Data Science Director, Community Relevance",Facebook,4.2,Menlo Park,CA,
1827,"Partner Engineer, AI/PyTorch",Facebook,4.2,Austin,TX,
1828,Lead AI Software Engineer,Mitre Corporation,4.0,Mclean,VA,
1829,"Manager, Research Data Science",Facebook,4.2,Seattle,WA,
1830,RWE Statistical Programmer/Analyst - Remote,Penfield Search Partners,,Fairfield,CT,
1831,"Senior Associate, Conversational AI Developer",KPMG,4.0,Atlanta,GA,
1832,NLP / Machine Learning Engineer - Scala / Java Japanese Mark...,CyberCoders,3.3,Pasadena,CA,
1833,"Manager, Statistical Programming",Penfield Search Partners,,Basking Ridge,NJ,
1834,Lead AI / ML Engineer,CyberCoders,3.3,Phoenix,AZ,160000.0
1835,Senior Data Scientist,dMASS,,Austin,TX,
1836,Senior Data Scientist,Veeva Systems,4.0,New York,NY,
1837,"Data Scientist, Analytics & Inference",Codecademy,4.2,New York,NY,
1838,Senior Data Scientist,West Creek Financial,4.0,Washington,DC,
1839,Data Engineer / Scientist,MediaAlpha,,Redmond,WA,
1840,Data Scientist,Infostretch Corporation,3.2,Pleasanton,CA,
1841,Data Scientist,Fuzzy Logix,,Charlotte,NC,
1842,Sr. Data Scientist,Vimeo,,New York,NY,
1843,Statistical Data Analyst,Massachusetts General Hospital(MGH),4.3,Boston,MA,
1844,"Data Scientist, 40Hrs, Cardiovascular Medicine-One Brave Ide...",Brigham & Women's Hospital(BWH),4.1,Brookline,MA,
1845,Data Scientist III,Expedia.com,3.9,Seattle,WA,
1846,Principal Applied/ Data Scientist w/ deep learning - NLP and...,Oracle,3.8,Austin,TX,
1847,REMOTE Safety Data Scientist II,Raland Compliance Partners,,Remote,REMOTE,141375.0
1848,Data Scientist (Remote),Madison Reed,3.1,San Francisco,CA,
1849,Data Scientist,Alaka`ina Foundation Family of Companies,,San Antonio,TX,
1850,Chief Data Scientist,SportsBiz Group Inc,,Remote,REMOTE,170000.0
1851,Statistician,UCLA Health,4.0,Los Angeles,CA,73592.99999999999
1852,Principal Data Scientist,Activision,3.9,Santa Monica,CA,
1853,Data Scientist,Beyond Limits,3.5,Glendale,CA,
1854,Data Scientist,Olo,2.8,New York,NY,
1855,Data Scientist,Hitachi Solutions Ltd,3.8,Chicago,IL,
1856,Scientist -Data Assimilation and Numerical Weather Predictio...,Tomorrow.io,4.1,Boulder,CO,
1857,Data Science Fellowship,Boys & Girls Clubs of Southeastern Michigan,4.2,Detroit,MI,116100.0
1858,Data Scientist,Ancestry,3.9,San Francisco,CA,
1859,Data Scientist,Beacon Street Services,,Baltimore,MD,
1860,Associate Data Scientist,The Hartford,3.7,Hartford,CT,
1861,Data Science Manager,Facebook,4.2,Menlo Park,CA,
1862,Senior Statistical Programmer,PAREXEL,3.7,Seguin,TX,
1863,"Manager, Statistical Programming - Translational Medicine","Daiichi Sankyo, Inc.",3.8,Basking Ridge,NJ,
1864,"Senior Manager, Machine Learning Engineer",Capital One,3.9,Boston,MA,
1865,Senior Data Analyst (Salesforce exp. preferred),1199SEIU Family of Funds,4.0,New York,NY,
1866,"Associate Director, Statistical Programming",Penfield Search Partners,,Berkeley Heights,NJ,
1867,Lead Analyst of Data Visualization,Hanes Brands,3.8,Winston-Salem,NC,
1868,Senior Data Analyst / Principal Data Analyst,Liberty Mutual Insurance,3.6,Indianapolis,IN,99300.0
1869,"2021402 Data Scientist $150,000.00",B4CORP,,Tysons,VA,150000.0
1870,"Data Science Manager, Instagram Feed & Stories Relevance",Facebook,4.2,New York,NY,
1871,Capital Markets Big Data Technology Lead,Wells Fargo Bank,3.7,New York,NY,
1872,Senior Statistician,UCLA Health,4.0,Los Angeles,CA,
1873,"Senior Manager, Data and Machine Learning Engineering",Capital One,3.9,New York,NY,
1874,Architect - Data & Analytics,Credera,4.0,Los Angeles,CA,
1875,Director of Machine Learning and Research,Capital One,3.9,Richmond,VA,
1876,"Stagiaire Core Data Science, Impact Sociétal (PhD)",Facebook,4.2,Menlo Park,CA,
1877,Marketing Data Engineering Senior Manager,Wells Fargo Bank,3.7,Mount Mourne,NC,
1878,Android Engineer - Uber AI - Building Blocks,Uber,3.7,San Francisco,CA,
1879,NLP / Machine Learning Engineer - Scala / Java Japanese Mark...,CyberCoders,3.3,Pasadena,CA,
1880,Sr. Data Analyst,Advantage Resourcing,3.7,Santa Ana,CA,
1881,Senior Research Engineer -RF/Machine Learning,Perspecta,3.3,College Park,MD,
1882,Data Scientist,Milliman,3.6,Brookfield,WI,
1883,"Junior Data Engineer - Austin, TX",Deloitte,4.0,Austin,TX,
1884,Data Science Intern,HOF Capital,,New York,NY,
1885,Intern - Data Science (Summer 2021),MedPro Group,3.2,Fort Wayne,IN,
1886,Lead Statistical Programmer,PharmaOut,,United States,UNITED,
1887,"AVP, AML Statistician - Scenario Development R, SAS, SQL",Citi,3.9,Tampa,FL,
1888,Director Data Science,Facebook,4.2,Seattle,WA,
1889,Architect - Data & Analytics,Credera,4.0,Los Angeles,CA,
1890,Senior Statistical Programmer,PAREXEL,3.7,Kingsville,TX,
1891,Senior Software Engineer - Machine Learning,Intuit,4.2,Mountain View,CA,
1892,Senior Data Engineer - AI Labs,BlackRock,3.8,New York,NY,
1893,Senior Statistician,System One,3.6,No Potomac,MD,
1894,"Partner Engineer, AI/PyTorch",Facebook,4.2,Sausalito,CA,
1895,Sr. Machine Learning Engineer at Marketplace Matching,Uber,3.7,San Francisco,CA,
1896,"Senior Associate, Conversational AI Developer",KPMG,4.0,Chicago,IL,
1897,College Intern Technical/Data Scientist,Northrop Grumman,4.0,Mclean,VA,
1898,Data Scientist,Javelin Biotech,,Woburn,MA,
1899,Healthcare Data Scientist,University of Maryland Medical System,3.5,Linthicum,MD,
1900,Data Scientist,AppZen,2.5,San Jose,CA,
1901,Data Scientist - Meaningful Matches,Nuna,,San Francisco,CA,
1902,Data Scientist,Veoneer USA,,Southfield,MI,
1903,Data Scientist,"Vorys, Sater, Seymour and Pease",3.6,Cincinnati,OH,
1904,Data Scientist (TS/SCI poly),Northrop Grumman,4.0,Chantilly,VA,
1905,Predictive Modeler - Sports - No OPT,competitive balance analytics,,Florida,FL,110000.0
1906,GBSD Sr Data Analyst – Systems Engineer,Northrop Grumman,4.0,Roy,UT,
1907,Machine Learning Engineer - Uber AI Recommendations,Uber,3.7,San Francisco,CA,
1908,Software Engineer (Machine Learning) - Freight,Uber,3.7,San Francisco,CA,
1909,"Technical Program Manager, Machine Learning Infrastructure",Facebook,4.2,Bellevue,WA,
1910,"Associate Director, Statistical Programming",Penfield Search Partners,,Berkeley Heights,NJ,
1911,"Senior Statistician - Innovative Biopharma – Rayleigh, NC",Warman O'Brien,,Raleigh,NC,110000.0
1912,Data Review Senior Scientist,Piper Companies,4.5,Durham,NC,80000.0
1913,Data Scientist,Bind,2.3,Minnesota,MN,
1914,Entry Level Data Engineer (AI Applications),IBM,3.9,Littleton,MA,
1915,Consulting Data Scientist - Natural Language Processing + Da...,The Tiny Life,,Remote,REMOTE,63375.0
1916,Sr. Data Scientist I,Datto Jobs,,Boston,MA,
1917,Senior Data Scientist II - Advanced Analytics,Walker Edison,3.5,Utah,UT,
1918,Data Scientist,NowPow,4.4,Chicago,IL,
1919,Associate Data Scientist,Gap Inc.,3.8,San Francisco,CA,
1920,Data Scientist - AI Labs,BlackRock,3.8,New York,NY,
1921,Statistician,TARGET PHARMASOLUTIONS,,Durham,NC,
1922,"Program Manager, Data Scientist",General Dynamics,3.8,Atlanta,GA,
1923,"Data Science Manager, Shops Merchant Success",Facebook,4.2,Menlo Park,CA,
1924,"Data Science Manager, Instagram Feed & Stories Relevance",Facebook,4.2,San Francisco,CA,
1925,Big Data Engineer (Spark/Python),Navy Federal Credit Union,4.0,Vienna,VA,
1926,Senior Machine Learning Engineer,Snap Finance,3.4,Salt Lake City,UT,
1927,Data Scientist - Meaningful Matches,Nuna,,San Francisco,CA,
1928,Data Scientist,Veoneer USA,,Southfield,MI,
1929,Data Scientist,"Vorys, Sater, Seymour and Pease",3.6,Cincinnati,OH,
1930,Principal Deep Learning Applied Scientist w/ work exp in NLU...,Oracle,3.8,Austin,TX,
1931,AI/ML Data Engineer,MORSE Corp,,Cambridge,MA,
1932,"Data Scientist, Mid",General Dynamics,3.8,Washington,DC,
1933,Principal Scientist,Insight Global,4.0,Remote,REMOTE,128422.0
1934,"Data Science Manager, Ads Core ML",Facebook,4.2,Menlo Park,CA,
1935,Senior Data Analyst,Aptive,3.7,Alexandria,VA,
1936,Unity ML-Agents (Machine Learning) Developer for AR/VR Studi...,ForgeFX Simulations,,Nevada,NV,48750.0
1937,"Manager, Research Data Science",Facebook,4.2,Seattle,WA,
1938,Machine Learning Engineer II - Help Intelligence,Uber,3.7,Palo Alto,CA,
1939,"Privacy Policy Manager, Artificial Intelligence",Facebook,4.2,San Francisco,CA,
1940,Product Manager - Machine Learning,CyberCoders,3.3,Boston,MA,
1941,"Sr. Specialist, Statistical Programming",Penfield Search Partners,,Princeton,NJ,
1942,"(Sr.) Engineer, AI Perception Algorithm",Black Sesame Technologies Inc,,San Jose,CA,
1943,Data Science Application Developer,AnswerRocket,,Remote,REMOTE,125000.0
1944,Data Scientist - Employer Benefits & Claims,Cerner,3.5,Kansas City,MO,
1945,Senior Statistician,UCLA Health,4.0,Los Angeles,CA,
1946,Sr. Data Analyst,Freedom Financial Network,3.6,Tempe,AZ,
1947,Director Data Science,Facebook,4.2,Seattle,WA,
1948,"Sr. Manager, Statistical Programming",Bristol Myers Squibb,4.2,Seattle,WA,
1949,Machine Learning Customer Solutions Manager,Seeq Corporation,,Seattle,WA,
1950,Lead Data Scientist,Comcast,3.7,Philadelphia,PA,
1951,"Stagiaire Core Data Science, Optimisation Research (PhD)",Facebook,4.2,Menlo Park,CA,
1952,Machine Learning Engineer,Perspecta,3.3,Wharton,NJ,
1953,Data Science Engineer,"BioIntelliSense , Inc.",,Golden,CO,
1954,Business Analysis Engineer - Risk Data Management Manager,Freddie Mac,3.8,Mclean,VA,
1955,Test Engineer | Artificial Intelligence (#14101899),Rock Point Search,,San Francisco,CA,
1956,"Statistician/ St. Louis, MO",Kelly,3.8,St. Louis,MO,
1957,Associate Data Scientist,Gap Inc.,3.8,San Francisco,CA,
1958,AI/ML Data Engineer,MORSE Corp,,Cambridge,MA,
1959,"Senior Consultant - Advanced Solutions, Energy Data Scientis...",Guidehouse,3.4,San Francisco,CA,76000.0
1960,LEAD DATA SCIENTIST,Presbyterian Healthcare Services,3.4,Albuquerque,NM,
